"","allCols","predCols","withY","noBMI","mean","completeCases","fullJoint","RF","SVM","allNeg","allPos","c1","c3","c4","c5","c6","doctor","SAEM","pos.w"
"253",4.66019417475728,4.79889042995839,4.75265834489135,4.92834026814609,4.83587609801202,4.85436893203883,4.94683310217291,5.24271844660194,5.14100785945446,7.99815071659732,7.99815071659732,4.20711974110032,0,2.2746185852982,6.04715672676838,5.45538603791031,5.01155802126676,4.54923717059639,2.5
"254",4.51456310679612,4.62783171521036,4.67637540453074,4.72491909385113,4.75728155339806,4.80582524271845,4.82200647249191,5.17799352750809,5.06472491909385,8.39805825242718,8.39805825242718,4.33656957928803,0,1.99029126213592,6.29449838187702,5.4368932038835,5.11326860841424,4.44983818770227,3
"255",4.38691118302769,4.49478604818411,4.56670262495505,4.55951096727796,4.54512765192377,4.72491909385113,4.66738583243438,5.0269687162891,5.00539374325782,8.70909744696153,8.70909744696153,4.43725278676735,0,1.76914778856526,6.4868752247393,5.26429341963323,5.19237684286228,4.35814455231931,3.5
"256",4.28478964401295,4.38834951456311,4.46601941747573,4.42718446601942,4.37540453074434,4.56957928802589,4.54368932038835,4.85436893203883,4.957928802589,8.957928802589,8.957928802589,4.51779935275081,0,1.59223300970874,6.64077669902913,5.06148867313916,5.25566343042071,4.20711974110032,4
"257",4.20123565754634,4.30126507796411,4.37775816416593,4.31303324507208,4.23654015887026,4.44248308325978,4.44248308325978,4.71315092674316,4.84848484848485,9.16151809355693,9.16151809355693,4.58370108855546,0,1.44748455428067,6.76669608708444,4.81906443071492,5.30744336569579,4.07178581935864,4.5
"258",4.13160733549083,4.22869471413161,4.3042071197411,4.20711974110032,4.12081984897519,4.33656957928803,4.35814455231931,4.59546925566343,4.73570658036677,9.33117583603021,9.33117583603021,4.638619201726,0,1.32686084142395,6.87162891046386,4.61704422869471,5.35059331175836,3.95900755124056,5
"259",4.07269106298232,4.16728902165795,4.2369927806821,4.11750062235499,4.02290266367936,4.24695046054269,4.28678117998506,4.49589245705751,4.62534229524521,9.47473238735375,9.47473238735375,4.68508837440876,0,1.22479462285288,6.96041822255414,4.44610405775454,5.38710480458053,3.79387602688574,5.5
"260",4.02219140083218,4.11465557096625,4.16088765603329,4.03143781784558,3.93897364771151,4.16088765603329,4.22561257512714,4.41054091539528,4.53074433656958,9.59778085991678,9.59778085991678,4.72491909385113,0,1.1373092926491,7.03652334720296,4.2995839112344,5.41840036985668,3.64308830328248,6
"261",3.91585760517799,3.94822006472492,3.92394822006472,3.87540453074434,3.79449838187702,3.98867313915858,4.09385113268608,4.18284789644013,4.36893203883495,9.79773462783172,9.79773462783172,4.78964401294498,0,0.995145631067961,7.16019417475728,4.06148867313916,5.46925566343042,3.39805825242718,7
"262",3.74685364976627,3.77562028047465,3.73966199208918,3.75404530744337,3.67493707299532,3.80438691118303,3.8403451995685,3.90507011866235,4.2430780294858,9.86695433297375,9.86695433297375,4.83998561668465,0,0.884573894282632,7.25638259618842,3.87630348795397,5.50880978065444,3.20747932398418,8
"263",3.59870550161812,3.60517799352751,3.59223300970874,3.54045307443366,3.5210355987055,3.65695792880259,3.63106796116505,3.68284789644013,4.14239482200647,8.88025889967638,8.88025889967638,4.88025889967638,0,0.796116504854369,7.33333333333333,3.68284789644013,5.54045307443366,3.05501618122977,9
"264",3.47160929685201,3.45984112974404,3.47160929685202,3.33627537511033,3.3892321270962,3.53633421594587,3.45984112974404,3.48926154751397,4.06001765225066,8.07296263606943,8.07296263606943,4.9132097675787,0,0.723742277140335,7.39629302736099,3.50102971462195,5.5663430420712,2.93027360988526,10
"265",0.870844365989997,0.870844365989997,0.870844365989997,0.870844365989997,0.870844365989997,0.870844365989997,0.870844365989997,0.835539864666078,0.870844365989997,0.870844365989997,0.870844365989997,0.870844365989997,0,0.870844365989997,0.870844365989997,0.859076198882024,0.870844365989997,0.870844365989997,0.1
"266",1.59654800431499,1.59654800431499,1.59654800431499,1.59654800431499,1.59654800431499,1.59654800431499,1.59654800431499,1.47788565264293,1.59654800431499,1.59654800431499,1.59654800431499,1.59654800431499,0,1.59654800431499,1.59654800431499,1.5210355987055,1.59654800431499,1.59654800431499,0.2
"267",2.21060492905153,2.21060492905153,2.21060492905153,2.21060492905153,2.21060492905153,2.21060492905153,2.21060492905153,2.01145133183968,2.20064724919094,2.21060492905153,2.21060492905153,2.21060492905153,0,2.21060492905153,2.21060492905153,2.08115509086383,2.21060492905153,2.21060492905153,0.3
"268",2.73693943596856,2.73693943596856,2.72769301895516,2.68146093388812,2.73693943596856,2.73693943596856,2.72769301895516,2.45954692556634,2.60748959778086,2.73693943596856,2.73693943596856,2.56125751271382,0,2.73693943596856,2.73693943596856,2.56125751271382,2.73693943596856,2.69995376791493,0.4
"269",3.042071197411,3.08522114347357,3.02049622437972,2.97734627831715,3.06364617044229,3.10679611650485,3.042071197411,2.84789644012945,2.95577130528587,3.19309600862999,3.19309600862999,2.71844660194175,0,3.19309600862999,3.19309600862999,2.97734627831715,3.19309600862999,2.97734627831715,0.5
"270",3.28478964401294,3.35760517799353,3.27669902912621,3.23624595469256,3.31715210355987,3.39805825242718,3.31715210355987,3.18770226537217,3.26051779935275,3.59223300970874,3.59223300970874,2.85598705501618,0,3.59223300970874,3.59223300970874,3.3252427184466,3.59223300970874,3.22006472491909,0.6
"271",3.49895297924995,3.59413668379973,3.50276032743194,3.46468684561203,3.54083380925186,3.65505425471159,3.55987055016181,3.48753093470398,3.51037502379593,3.94441271654293,3.94441271654293,2.97734627831715,0,3.94441271654293,3.94441271654293,3.60555872834571,3.94441271654293,3.4342280601561,0.7
"272",3.68932038834951,3.79719525350593,3.7037037037037,3.66774541531823,3.73966199208918,3.88349514563107,3.77562028047465,3.75404530744337,3.72527867673499,4.25746134483999,4.25746134483999,3.08522114347357,0,3.8475368572456,4.11362819129809,3.80438691118303,4.00575332614168,3.62459546925566,0.8
