"","mice.pmm","mice.norm","mice.custom","mean","mipca","amelia","MF","MVN"
"29",4.15318230852211,4.07766990291262,4.42286947141316,4.12081984897519,4.3042071197411,4.31499460625674,4.08845738942826,4.15318230852211
"30",4.15318230852211,4.23948220064725,4.13160733549083,4.11003236245955,4.07766990291262,4.19633225458468,4.11003236245955,4.06688241639698
"31",3.7108953613808,3.76483279395901,3.61380798274002,3.44120819848975,3.52750809061489,3.55987055016181,3.55987055016181,3.57065803667745
"32",4.44444444444444,4.26105717367853,4.40129449838188,4.34735706580367,4.53074433656958,4.3042071197411,4.26105717367853,4.39050701186624
"33",4.62783171521036,4.50916936353829,4.51995685005394,4.34735706580367,4.57389428263215,4.48759439050701,4.3042071197411,4.35814455231931
"34",3.94822006472492,3.98058252427184,3.86192017259978,3.87270765911543,3.82955771305286,4.02373247033441,3.88349514563107,3.90507011866235
"35",4.21790722761596,4.18554476806904,4.26105717367853,4.15318230852211,4.21790722761597,4.20711974110032,4.15318230852211,4.0992448759439
"36",5.01618122977346,4.80043149946063,4.92988133764833,4.82200647249191,4.78964401294498,5.05933117583603,4.78964401294498,4.80043149946063
"37",4.01294498381877,3.92664509169364,3.85113268608414,3.87270765911543,4.00215749730313,3.90507011866235,3.91585760517799,3.87270765911543
"38",3.9697950377562,3.86192017259978,4.03451995685005,3.77562028047465,3.77562028047465,4.06688241639698,3.70010787486516,3.77562028047465
"39",4.03451995685005,4.18554476806904,3.99137001078749,4.12081984897519,4.01294498381877,4.07766990291262,4.0453074433657,4.06688241639698
"40",4.06688241639698,3.95900755124056,4.01294498381877,3.85113268608414,4.00215749730313,3.88349514563107,3.91585760517799,3.92664509169364
"41",3.62459546925566,3.63538295577131,3.85113268608414,3.52750809061489,3.70010787486516,3.73247033441208,3.54908306364617,3.54908306364617
"42",4.19633225458468,4.0453074433657,3.95900755124056,3.78640776699029,4.16396979503776,3.85113268608414,3.8403451995685,3.8403451995685
"43",4.25026968716289,4.11003236245955,4.25026968716289,3.95900755124056,4.29341963322546,4.11003236245955,4.06688241639698,3.98058252427184
"44",4.01294498381877,4.18554476806904,3.94822006472492,3.91585760517799,3.99137001078749,4.18554476806904,4.03451995685005,4.03451995685005
"45",3.86192017259978,3.70010787486516,3.85113268608414,3.75404530744337,3.8403451995685,3.73247033441208,3.74325782092772,3.77562028047465
"46",4.638619201726,4.35814455231931,4.39050701186623,4.39050701186624,4.51995685005394,4.44444444444444,4.42286947141316,4.47680690399137
"47",3.85113268608414,3.85113268608414,3.93743257820928,3.72168284789644,3.80798274002157,3.7108953613808,3.74325782092772,3.75404530744337
"48",3.82955771305286,3.89428263214671,3.85113268608414,3.63538295577131,3.88349514563107,3.7108953613808,3.76483279395901,3.75404530744337
"49",3.7108953613808,3.72168284789644,3.67853290183387,3.62459546925566,3.57065803667745,3.81877022653722,3.61380798274002,3.66774541531823
"50",3.93743257820928,3.95900755124056,4.01294498381877,3.93743257820928,3.92664509169364,4.02373247033441,3.88349514563107,3.9697950377562
"51",3.91585760517799,4.09924487594391,4.12081984897519,3.93743257820928,4.07766990291262,4.03451995685005,3.99137001078749,4.03451995685005
"52",4.80043149946063,4.68176914778857,4.70334412081985,4.60625674217907,4.67098166127292,4.81121898597627,4.5631067961165,4.57389428263215
"53",4.0453074433657,4.05609492988134,4.15318230852211,3.91585760517799,4.08845738942826,4.05609492988134,3.95900755124056,3.9697950377562
"54",3.85113268608414,3.90507011866235,3.98058252427184,3.74325782092772,3.90507011866235,3.9697950377562,3.85113268608414,3.79719525350593
"55",4.18554476806904,3.89428263214671,4.35814455231931,4.21790722761597,4.20711974110032,4.21790722761597,4.21790722761597,4.22869471413161
"56",3.91585760517799,4.11003236245955,4.01294498381877,3.81877022653722,3.92664509169364,4.0992448759439,3.82955771305286,3.77562028047465
"57",4.23948220064725,4.37971952535059,4.59546925566343,4.36893203883495,4.39050701186623,4.4336569579288,4.45523193096009,4.41208198489752
"58",4.44444444444444,4.25026968716289,4.29341963322546,4.33656957928803,4.49838187702265,4.47680690399137,4.36893203883495,4.32578209277238
"59",3.99137001078749,3.93743257820928,4.09924487594391,3.90507011866235,4.02373247033441,3.95900755124056,3.89428263214671,3.91585760517799
"60",3.93743257820928,3.9697950377562,3.87270765911543,3.80798274002158,3.7108953613808,3.88349514563107,3.76483279395901,3.82955771305286
"61",4.41208198489752,4.36893203883495,4.46601941747573,4.19633225458468,4.45523193096009,4.55231930960086,4.28263214670982,4.33656957928803
"62",3.65695792880259,3.54908306364617,3.68932038834951,3.49514563106796,3.79719525350593,3.45199568500539,3.61380798274002,3.55987055016181
"63",4.14239482200647,4.05609492988134,4.18554476806904,4.13160733549083,4.02373247033441,4.22869471413161,4.15318230852211,4.20711974110032
"64",4.11003236245955,4.11003236245955,4.08845738942826,3.99137001078749,3.78640776699029,3.85113268608414,3.85113268608414,3.86192017259978
"65",3.61380798274002,3.77562028047465,3.85113268608414,3.51672060409925,3.55987055016181,3.61380798274002,3.5814455231931,3.5814455231931
"66",4.74649406688242,4.62783171521036,4.58468176914779,4.47680690399137,4.42286947141316,4.68176914778857,4.4336569579288,4.5631067961165
"67",4.84358144552319,4.59546925566343,4.78964401294498,4.82200647249191,4.83279395900755,4.81121898597627,4.74649406688242,4.80043149946063
"68",4.67098166127292,4.53074433656958,4.55231930960086,4.37971952535059,4.57389428263215,4.36893203883495,4.46601941747573,4.53074433656958
"69",4.23948220064725,4.23948220064725,4.11003236245955,4.05609492988134,4.26105717367853,4.16396979503776,4.21790722761597,4.15318230852211
"70",3.73247033441208,3.67853290183387,3.89428263214671,3.81877022653722,3.92664509169364,3.87270765911543,3.90507011866235,3.91585760517799
"71",4.35814455231931,4.4336569579288,4.35814455231931,4.26105717367853,4.32578209277238,4.39050701186624,4.34735706580367,4.31499460625674
"72",3.94822006472492,3.94822006472492,3.8403451995685,3.72168284789644,3.89428263214671,3.86192017259978,3.87270765911543,3.8403451995685
"73",4.21790722761596,4.25026968716289,4.16396979503776,4.03451995685005,4.20711974110032,4.13160733549083,4.12081984897519,4.05609492988134
"74",4.23948220064725,4.35814455231931,4.39050701186624,4.08845738942826,4.34735706580367,4.35814455231931,4.29341963322546,4.18554476806904
"75",4.02373247033441,4.05609492988134,4.18554476806904,4.02373247033441,4.02373247033441,4.08845738942826,4.00215749730313,3.98058252427184
"76",4.37971952535059,4.59546925566343,4.61704422869471,4.46601941747573,4.59546925566343,4.51995685005394,4.44444444444444,4.47680690399137
"77",4.20711974110032,4.15318230852211,4.19633225458468,4.07766990291262,4.06688241639698,4.19633225458468,4.0453074433657,4.02373247033441
"78",3.94822006472492,4.05609492988134,4.05609492988134,3.77562028047465,4.15318230852211,3.9697950377562,3.91585760517799,3.90507011866235
"79",4.09924487594391,4.21790722761596,4.23948220064725,4.12081984897519,4.05609492988134,4.06688241639698,4.12081984897519,4.21790722761597
"80",3.81877022653722,3.74325782092772,3.90507011866235,3.78640776699029,3.85113268608414,3.87270765911543,3.86192017259978,3.8403451995685
"81",3.65695792880259,3.53829557713053,3.94822006472492,3.64617044228695,3.7108953613808,3.57065803667745,3.57065803667745,3.62459546925566
"82",3.77562028047465,3.82955771305286,3.93743257820928,3.62459546925566,3.81877022653722,3.87270765911543,3.66774541531823,3.64617044228695
"83",3.67853290183387,3.67853290183387,3.75404530744337,3.63538295577131,3.63538295577131,3.87270765911543,3.70010787486516,3.73247033441208
"84",4.46601941747573,4.57389428263215,4.55231930960086,4.54153182308522,4.51995685005394,4.64940668824164,4.48759439050701,4.47680690399137
"85",4.29341963322546,4.39050701186624,4.32578209277238,4.20711974110032,4.27184466019417,4.23948220064725,4.1747572815534,4.20711974110032
"86",4.53074433656958,4.55231930960086,4.48759439050701,4.41208198489752,4.50916936353829,4.47680690399137,4.37971952535059,4.40129449838188
"87",3.76483279395901,3.88349514563107,3.88349514563107,3.62459546925566,3.88349514563107,3.77562028047465,3.64617044228695,3.62459546925566
"88",3.88349514563107,3.81877022653722,3.82955771305286,3.64617044228695,3.80798274002157,3.72168284789644,3.75404530744337,3.75404530744337
"89",4.84358144552319,4.66019417475728,4.66019417475728,4.61704422869471,4.77885652642934,4.67098166127292,4.64940668824164,4.60625674217907
"90",3.68932038834951,3.76483279395901,3.90507011866235,3.72168284789644,3.66774541531823,3.7108953613808,3.63538295577131,3.66774541531823
"91",3.78640776699029,3.81877022653722,3.93743257820928,3.68932038834951,3.87270765911543,3.73247033441208,3.85113268608414,3.81877022653722
